==== 站點統計 ====
站點,OK數量,NG數量,瑕疵類型,瑕疵數量

==== 樣品統計 ====
樣品ID,結果,瑕疵類型,瑕疵分數
204,NG,dirty,0.88
205,NG,dirty,0.84

==== 總體統計 ====

==== 分數分布分析 ====
瑕疵類型,樣本數量,最小值,最大值,平均值,中位數,95%分位數,99%分位數,推薦閾值
bp,34,0.72,0.91,0.84,0.85,0.91,0.91,0.00
outsc,18,0.81,0.91,0.88,0.88,0.91,0.91,0.00
dirty,151,0.79,0.93,0.87,0.87,0.91,0.92,0.00
wr,1,0.92,0.92,0.92,0.92,0.92,0.92,0.00
NULL_TIMEOUT,2,1.00,1.00,1.00,1.00,1.00,1.00,0.00

==== ROC曲線數據 ====
瑕疵類型,閾值,真陽性率,假陽性率,準確率,F1分數
bp,0.00,1.00,0.00,1.00,1.00
bp,0.05,1.00,0.00,1.00,1.00
bp,0.10,1.00,0.00,1.00,1.00
bp,0.15,1.00,0.00,1.00,1.00
bp,0.20,1.00,0.00,1.00,1.00
bp,0.25,1.00,0.00,1.00,1.00
bp,0.30,1.00,0.00,1.00,1.00
bp,0.35,1.00,0.00,1.00,1.00
bp,0.40,1.00,0.00,1.00,1.00
bp,0.45,1.00,0.00,1.00,1.00
bp,0.50,1.00,0.00,1.00,1.00
bp,0.55,1.00,0.00,1.00,1.00
bp,0.60,1.00,0.00,1.00,1.00
bp,0.65,1.00,0.00,1.00,1.00
bp,0.70,1.00,0.00,1.00,1.00
bp,0.75,0.97,0.00,0.97,0.99
bp,0.80,0.85,0.00,0.85,0.92
bp,0.85,0.47,0.00,0.47,0.64
bp,0.90,0.09,0.00,0.09,0.16
bp,0.95,0.00,0.00,0.00,0.00
dirty,0.00,1.00,0.00,1.00,1.00
dirty,0.05,1.00,0.00,1.00,1.00
dirty,0.10,1.00,0.00,1.00,1.00
dirty,0.15,1.00,0.00,1.00,1.00
dirty,0.20,1.00,0.00,1.00,1.00
dirty,0.25,1.00,0.00,1.00,1.00
dirty,0.30,1.00,0.00,1.00,1.00
dirty,0.35,1.00,0.00,1.00,1.00
dirty,0.40,1.00,0.00,1.00,1.00
dirty,0.45,1.00,0.00,1.00,1.00
dirty,0.50,1.00,0.00,1.00,1.00
dirty,0.55,1.00,0.00,1.00,1.00
dirty,0.60,1.00,0.00,1.00,1.00
dirty,0.65,1.00,0.00,1.00,1.00
dirty,0.70,1.00,0.00,1.00,1.00
dirty,0.75,1.00,0.00,1.00,1.00
dirty,0.80,0.98,0.00,0.98,0.99
dirty,0.85,0.77,0.00,0.77,0.87
dirty,0.90,0.13,0.00,0.13,0.22
dirty,0.95,0.00,0.00,0.00,0.00

==== 混淆矩陣（使用推薦閾值）====
瑕疵類型,閾值,真陽性(TP),假陽性(FP),真陰性(TN),假陰性(FN),準確率,靈敏度,特異度
bp,0.00,34,0,0,0,1.00,1.00,0.00
outsc,0.00,18,0,0,0,1.00,1.00,0.00
dirty,0.00,151,0,0,0,1.00,1.00,0.00
wr,0.00,1,0,0,0,1.00,1.00,0.00
NULL_TIMEOUT,0.00,2,0,0,0,1.00,1.00,0.00
